扁霖斥岿,堡开瘤磊眉,吝盒幅,,瘤免咀,傈斥档 瘤免咀
201905,堡林堡开矫,饭历侩前碱俏,4003,24707.0,39813.0
201905,堡林堡开矫,措屈碱俏隔,4004,356185.0,520529.0
201905,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201905,堡林堡开矫,包堡蜡盔矫汲,5002,87059.0,64.0
201905,堡林堡开矫,榜橇厘,5003,813.0,1992.0
201905,堡林堡开矫,胶虐厘,5004,0.0,0.0
201905,堡林堡开矫,扁鸥饭历,5005,0.0,0.0
201905,堡林堡开矫,巩拳辑厚胶,5006,42046.0,2134.0
201905,堡林堡开矫,侥澜丰,6001,209604.0,324598.0
201906,堡林堡开矫,包堡醚家厚,0000,1011240.0,1077268.0
201906,堡林堡开矫,龋炮,1001,3727.0,10218.0
201906,堡林堡开矫,能档,1002,0.0,0.0
201906,堡林堡开矫,姆俏厘/奇记,1003,0.0,0.0
201906,堡林堡开矫,扁鸥槛冠,1004,276288.0,402876.0
201906,堡林堡开矫,咯青诀,2001,0.0,0.0
201906,堡林堡开矫,腊惑款价,3001,0.0,0.0
201906,堡林堡开矫,荐惑款价,3002,0.0,0.0
201906,堡林堡开矫,亲傍款价,3003,0.0,0.0
201906,堡林堡开矫,坊磐墨,3004,0.0,1713.0
201906,堡林堡开矫,搁技痢,4001,0.0,0.0
201906,堡林堡开矫,包堡扁充前,4002,344.0,181.0
201906,堡林堡开矫,饭历侩前碱俏,4003,30639.0,27968.0
201906,堡林堡开矫,措屈碱俏隔,4004,353648.0,382027.0
201906,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201906,堡林堡开矫,包堡蜡盔矫汲,5002,59974.0,74.0
201906,堡林堡开矫,榜橇厘,5003,1273.0,600.0
201906,堡林堡开矫,胶虐厘,5004,0.0,0.0
201906,堡林堡开矫,扁鸥饭历,5005,0.0,35.0
201906,堡林堡开矫,巩拳辑厚胶,5006,51330.0,38655.0
201906,堡林堡开矫,侥澜丰,6001,234017.0,212921.0
201907,堡林堡开矫,包堡醚家厚,0000,1983780.0,976712.0
201907,堡林堡开矫,龋炮,1001,10113.0,4894.0
201907,堡林堡开矫,能档,1002,0.0,0.0
201907,堡林堡开矫,姆俏厘/奇记,1003,0.0,0.0
201907,堡林堡开矫,扁鸥槛冠,1004,543415.0,395129.0
201907,堡林堡开矫,咯青诀,2001,2000.0,0.0
201907,堡林堡开矫,腊惑款价,3001,0.0,0.0
201907,堡林堡开矫,荐惑款价,3002,0.0,0.0
201907,堡林堡开矫,亲傍款价,3003,0.0,0.0
201907,堡林堡开矫,坊磐墨,3004,690.0,1700.0
201907,堡林堡开矫,搁技痢,4001,0.0,0.0
201907,堡林堡开矫,包堡扁充前,4002,485.0,216.0
201907,堡林堡开矫,饭历侩前碱俏,4003,44218.0,26309.0
201907,堡林堡开矫,措屈碱俏隔,4004,607257.0,303879.0
201907,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201907,堡林堡开矫,包堡蜡盔矫汲,5002,168500.0,142.0
201907,堡林堡开矫,榜橇厘,5003,2044.0,466.0
201907,堡林堡开矫,胶虐厘,5004,0.0,0.0
201907,堡林堡开矫,扁鸥饭历,5005,0.0,0.0
201907,堡林堡开矫,巩拳辑厚胶,5006,67034.0,39513.0
201907,堡林堡开矫,侥澜丰,6001,538024.0,204463.0
201908,堡林堡开矫,包堡醚家厚,0000,1446126.0,987416.0
201908,堡林堡开矫,龋炮,1001,14500.0,11248.0
201908,堡林堡开矫,能档,1002,0.0,0.0
201908,堡林堡开矫,姆俏厘/奇记,1003,0.0,0.0
201908,堡林堡开矫,扁鸥槛冠,1004,600738.0,462307.0
201908,堡林堡开矫,咯青诀,2001,16835.0,0.0
201908,堡林堡开矫,腊惑款价,3001,7.0,28.0
201908,堡林堡开矫,荐惑款价,3002,0.0,0.0
201908,堡林堡开矫,亲傍款价,3003,0.0,0.0
201908,堡林堡开矫,坊磐墨,3004,50.0,0.0
201908,堡林堡开矫,搁技痢,4001,0.0,0.0
201908,堡林堡开矫,包堡扁充前,4002,378.0,55.0
201908,堡林堡开矫,饭历侩前碱俏,4003,32678.0,15342.0
201908,堡林堡开矫,措屈碱俏隔,4004,380074.0,319750.0
201908,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201908,堡林堡开矫,包堡蜡盔矫汲,5002,28240.0,154.0
201908,堡林堡开矫,榜橇厘,5003,646.0,374.0
201908,堡林堡开矫,胶虐厘,5004,0.0,0.0
201908,堡林堡开矫,扁鸥饭历,5005,0.0,0.0
201908,堡林堡开矫,巩拳辑厚胶,5006,34938.0,28894.0
201908,堡林堡开矫,侥澜丰,6001,337042.0,149265.0
201909,堡林堡开矫,包堡醚家厚,0000,903663.0,1076756.0
201909,堡林堡开矫,龋炮,1001,7971.0,10840.0
201909,堡林堡开矫,能档,1002,0.0,0.0
201909,堡林堡开矫,姆俏厘/奇记,1003,0.0,0.0
201909,堡林堡开矫,扁鸥槛冠,1004,270675.0,415120.0
201909,堡林堡开矫,咯青诀,2001,749.0,0.0
201909,堡林堡开矫,腊惑款价,3001,23.0,0.0
201909,堡林堡开矫,荐惑款价,3002,0.0,0.0
201909,堡林堡开矫,亲傍款价,3003,0.0,0.0
201909,堡林堡开矫,坊磐墨,3004,0.0,0.0
201909,堡林堡开矫,搁技痢,4001,0.0,0.0
201909,堡林堡开矫,包堡扁充前,4002,77.0,73.0
201909,堡林堡开矫,饭历侩前碱俏,4003,34429.0,38617.0
201909,堡林堡开矫,措屈碱俏隔,4004,350245.0,367422.0
201909,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201909,堡林堡开矫,包堡蜡盔矫汲,5002,307.0,36.0
201909,堡林堡开矫,榜橇厘,5003,382.0,1689.0
201909,堡林堡开矫,胶虐厘,5004,0.0,0.0
201909,堡林堡开矫,扁鸥饭历,5005,0.0,0.0
201909,堡林堡开矫,巩拳辑厚胶,5006,29346.0,22408.0
201909,堡林堡开矫,侥澜丰,6001,209459.0,220551.0
201910,堡林堡开矫,包堡醚家厚,0000,996414.0,1226811.0
201910,堡林堡开矫,龋炮,1001,3779.0,9641.0
201910,堡林堡开矫,能档,1002,0.0,0.0
201910,堡林堡开矫,姆俏厘/奇记,1003,0.0,0.0
201910,堡林堡开矫,扁鸥槛冠,1004,281921.0,507747.0
201910,堡林堡开矫,咯青诀,2001,0.0,0.0
201910,堡林堡开矫,腊惑款价,3001,235.0,8.0
201910,堡林堡开矫,荐惑款价,3002,0.0,0.0
201910,堡林堡开矫,亲傍款价,3003,0.0,0.0
201910,堡林堡开矫,坊磐墨,3004,755.0,847.0
201910,堡林堡开矫,搁技痢,4001,0.0,0.0
201910,堡林堡开矫,包堡扁充前,4002,358.0,847.0
201910,堡林堡开矫,饭历侩前碱俏,4003,44754.0,45472.0
201910,堡林堡开矫,措屈碱俏隔,4004,359951.0,389015.0
201910,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201910,堡林堡开矫,包堡蜡盔矫汲,5002,263.0,124.0
201910,堡林堡开矫,榜橇厘,5003,2818.0,502.0
201910,堡林堡开矫,胶虐厘,5004,0.0,0.0
201910,堡林堡开矫,扁鸥饭历,5005,0.0,0.0
201910,堡林堡开矫,巩拳辑厚胶,5006,55003.0,34563.0
201910,堡林堡开矫,侥澜丰,6001,246579.0,238046.0
201911,堡林堡开矫,包堡醚家厚,0000,1162488.0,1036095.0
201911,堡林堡开矫,龋炮,1001,11388.0,14621.0
201911,堡林堡开矫,能档,1002,0.0,0.0
201911,堡林堡开矫,姆俏厘/奇记,1003,0.0,0.0
201911,堡林堡开矫,扁鸥槛冠,1004,376434.0,401037.0
201911,堡林堡开矫,咯青诀,2001,0.0,1602.0
201911,堡林堡开矫,腊惑款价,3001,10.0,0.0
201911,堡林堡开矫,荐惑款价,3002,0.0,0.0
201911,堡林堡开矫,亲傍款价,3003,0.0,0.0
201911,堡林堡开矫,坊磐墨,3004,2126.0,269.0
201911,堡林堡开矫,搁技痢,4001,0.0,0.0
201911,堡林堡开矫,包堡扁充前,4002,101.0,103.0
201911,堡林堡开矫,饭历侩前碱俏,4003,42341.0,56257.0
201911,堡林堡开矫,措屈碱俏隔,4004,422526.0,342558.0
201911,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201911,堡林堡开矫,包堡蜡盔矫汲,5002,118.0,192.0
201911,堡林堡开矫,榜橇厘,5003,231.0,161.0
201911,堡林堡开矫,胶虐厘,5004,0.0,0.0
201911,堡林堡开矫,扁鸥饭历,5005,0.0,0.0
201911,堡林堡开矫,巩拳辑厚胶,5006,37803.0,31506.0
201911,堡林堡开矫,侥澜丰,6001,269410.0,187789.0
201912,堡林堡开矫,包堡醚家厚,0000,842405.0,887315.0
201912,堡林堡开矫,龋炮,1001,6129.0,4689.0
201912,堡林堡开矫,能档,1002,0.0,0.0
201912,堡林堡开矫,姆俏厘/奇记,1003,0.0,0.0
201912,堡林堡开矫,扁鸥槛冠,1004,181805.0,262080.0
201912,堡林堡开矫,咯青诀,2001,0.0,0.0
201912,堡林堡开矫,腊惑款价,3001,0.0,0.0
201912,堡林堡开矫,荐惑款价,3002,0.0,0.0
201912,堡林堡开矫,亲傍款价,3003,0.0,0.0
201912,堡林堡开矫,坊磐墨,3004,1591.0,540.0
201912,堡林堡开矫,搁技痢,4001,0.0,0.0
201912,堡林堡开矫,包堡扁充前,4002,33.0,957.0
201912,堡林堡开矫,饭历侩前碱俏,4003,30129.0,31483.0
201912,堡林堡开矫,措屈碱俏隔,4004,365329.0,352591.0
201912,堡林堡开矫,墨瘤畴,5001,0.0,0.0
201912,堡林堡开矫,包堡蜡盔矫汲,5002,6.0,188.0
201912,堡林堡开矫,榜橇厘,5003,947.0,89.0
201912,堡林堡开矫,胶虐厘,5004,0.0,0.0
201912,堡林堡开矫,扁鸥饭历,5005,0.0,0.0
201912,堡林堡开矫,巩拳辑厚胶,5006,39240.0,40995.0
201912,堡林堡开矫,侥澜丰,6001,217196.0,193705.0
